RNA	protein	label
ENST00000396880	O95503	1
ENST00000525706	P15407	1
ENST00000414098	Q9UH36	0
ENST00000562790	A0A6E1W127	0
ENST00000629405	A8MT20	0
ENST00000667054	A0A1W2PP07	0
ENST00000415890	Q7Z403-2	0
ENST00000637685	E9PBP8	0
ENST00000657205	H0YL95	0
ENST00000523242	Q99496	1
ENST00000428647	P10914	1
ENST00000453558	P18846	1
ENST00000625557	Q9NRZ9-7	0
ENST00000534287	Q96AV8-2	0
ENST00000462801	P17535	1
ENST00000653861	Q14997-4	0
ENST00000457881	A0A0C4DGN9	0
ENST00000609436	P42229	1
ENST00000658198	P84022	1
ENST00000511395	P49639	1
ENST00000440397	Q8NEP3	0
ENST00000613001	Q8WV74	0
ENST00000436329	P04637	1
ENST00000671402	H7C085	0
ENST00000613388	Q9Y5G0	0
ENST00000521292	Q9UBN7	1
ENST00000445458	Q9NQB0	1
ENST00000472913	P35637	1
ENST00000417123	O14503	1
ENST00000412722	O75164	1
ENST00000443837	P56270	1
ENST00000584898	X6RJ09	0
ENST00000436373	P50539	1
ENST00000452148	Q9HAW8-2	0
ENST00000512487	P55265	1
ENST00000450776	Q13227	1
ENST00000504298	O60216	1
ENST00000608892	A0A0C4DH47	0
ENST00000607097	P49959	1
ENST00000670656	A0A087WYJ6	0
ENST00000416909	P49715	1
ENST00000671286	Q96PB8	0
ENST00000418875	Q5U5R9	0
ENST00000669347	Q8NB59	0
ENST00000521487	O75475	1
ENST00000659851	H7C2R7	0
ENST00000539795	Q13023-2	0
ENST00000433105	Q8WUA2	1
ENST00000623673	P40426	1
ENST00000555115	A0A6Q8PFJ0	0
ENST00000549516	C9J5V9	0
ENST00000439794	A0A7I2YQK9	0
ENST00000457510	Q8NCS7-4	0
ENST00000626769	A0A075B736	0
ENST00000663442	Q9BX73	0
ENST00000634479	Q9UHL9-2	0
ENST00000456337	O43623	1
ENST00000670788	Q9ULK4-6	0
ENST00000468961	P49711	1
ENST00000447565	P15036	1
ENST00000605407	G3V1R2	0
ENST00000665042	B8A597	0
ENST00000623515	P42229	1
ENST00000668105	P14652	0
ENST00000668869	Q6P3X8	0
ENST00000525706	P41161	1
ENST00000636248	B8ZZF7	0
ENST00000441724	Q12952	0
ENST00000508851	P48431	1
ENST00000531305	Q9BZK7	1
ENST00000593284	Q01094	1
ENST00000609436	Q92826	1
ENST00000417695	P32519	1
ENST00000411785	Q96RN1-3	0
ENST00000464382	P23769	1
ENST00000533992	P17947	1
ENST00000560153	Q9HCC6	1
ENST00000668039	Q9P0K7	0
ENST00000429916	Q96MM3	1
ENST00000658474	Q14119	1
ENST00000595566	P12524-3	0
ENST00000593284	P39880	1
ENST00000547094	P55317	1
ENST00000587826	P35226	1
ENST00000656770	Q9H173	0
ENST00000447119	O94916	1
ENST00000430666	P11308	1
ENST00000649036	A0A7I2V2U8	0
ENST00000457213	I3L1Q8	0
ENST00000578427	Q9BTC8	1
ENST00000667460	P05141	0
ENST00000582435	P24468	1
ENST00000631195	P04150	1
ENST00000666559	O94842-2	0
ENST00000473798	P17480	1
ENST00000473756	Q9HCE1	1
ENST00000577719	Q96CS3	0
ENST00000569362	P17677-2	0
ENST00000658015	Q5VV23	0
ENST00000607097	O75446	1
ENST00000432249	O95936	1
ENST00000508936	Q13127	1
ENST00000662702	Q5BKX6-3	0
ENST00000671390	O94851-4	0
ENST00000505053	Q14683	1
ENST00000593581	Q08050	1
ENST00000604481	Q9Y4I5-2	0
ENST00000650875	A8MTI9	0
ENST00000626439	O95238	1
ENST00000519189	P30559	0
ENST00000605833	P55317	1
ENST00000445785	P35659	1
ENST00000653650	Q8TF21	0
ENST00000664992	Q3SYG4-6	0
ENST00000450264	P38398	1
ENST00000665542	Q8N8V2	0
ENST00000508986	Q15047	1
ENST00000443301	H3BSY2	0
ENST00000660517	A0A3B3IT28	0
ENST00000439938	H0YCQ8	0
ENST00000662134	P03372	1
ENST00000412115	A0A8I5KTF2	0
ENST00000472514	Q96T37	1
ENST00000565978	O43439-2	0
ENST00000438677	P34741	0
ENST00000569288	Q16621	1
ENST00000556013	P25208	1
ENST00000455848	P04150	1
ENST00000660078	H7C5W6	0
ENST00000416774	Q15022	1
ENST00000587826	Q5VWG9	1
ENST00000546508	P19838	1
ENST00000454441	J3QQL1	0
ENST00000651679	Q8TCT9-4	0
ENST00000565449	Q9NSD4	0
ENST00000661751	P17010	1
ENST00000419899	Q9Y3P9-2	0
ENST00000432925	P98187	0
ENST00000563280	Q13761	1
ENST00000657625	P18577-4	0
ENST00000693241	P09651	0
ENST00000606384	Q9NQV6-6	0
ENST00000564834	Q8N680	1
ENST00000423842	P20226	1
ENST00000377186	Q9Y6M7-7	0
ENST00000662130	A0A087WV25	0
ENST00000420230	P29375	1
ENST00000443854	Q13886	1
ENST00000660732	Q9H3Z7	0
ENST00000668085	A0A286YF37	0
ENST00000419080	P22415	1
ENST00000428828	P41182	1
ENST00000501830	Q86UY5-3	0
ENST00000686559	Q16656	1
ENST00000452501	P35659	1
ENST00000520646	P35637-2	0
ENST00000630920	P30304	1
ENST00000624521	Q9UI47-2	0
ENST00000598447	Q09013-12	0
ENST00000626198	P25208	1
ENST00000621428	Q6UWH4	0
ENST00000444217	Q01094	1
ENST00000456198	P49407	1
ENST00000665841	A0A804HKX5	0
ENST00000517704	O60216	1
ENST00000515414	O75475	1
ENST00000457171	Q9UPP1	1
ENST00000535976	Q99583	1
ENST00000450205	Q04726	1
ENST00000606054	Q9Y6Y1	1
ENST00000538731	O75475	1
ENST00000687541	Q5TBB1-2	0
ENST00000377320	P23769	1
ENST00000420520	P17010	1
ENST00000649298	Q8TF61	0
ENST00000653971	Q7Z403-4	0
ENST00000520885	Q8TB24	0
ENST00000615740	Q3SYG4-6	0
ENST00000685288	P21802-19	0
ENST00000456090	O60548	1
ENST00000667216	B7ZBM2	0
ENST00000556667	P20226	1
ENST00000602419	Q06730-3	0
ENST00000429268	Q96GM8	1
ENST00000446649	O60907	1
ENST00000659075	Q2M3R5-2	0
ENST00000658198	P49336	1
ENST00000419614	Q15561	1
ENST00000586235	O14512-2	0
ENST00000626023	O95466-3	0
ENST00000588122	Q16587	0
ENST00000452509	O95936	1
ENST00000671520	Q9ULU4-8	0
ENST00000375670	P49715	1
ENST00000506195	P05412	1
ENST00000419151	P49639	1
ENST00000457945	A0A6Q8PFF6	0
ENST00000623673	Q16656	1
ENST00000650541	D6RBU4	0
ENST00000536666	Q00613	1
ENST00000492461	Q13761	1
ENST00000411694	P23769	1
ENST00000662424	M0QZ22	0
ENST00000652959	O14512-2	0
ENST00000425081	P25208	1
ENST00000553979	Q99081	1
ENST00000492250	Q6P587-3	0
ENST00000369989	O75362	1
ENST00000664645	A0A8I5KU22	0
ENST00000454228	Q96ST3	1
ENST00000645167	A0A804HJT2	0
ENST00000690725	P58505	0
ENST00000455534	Q4ZG55	1
ENST00000663470	H7BXQ2	0
ENST00000414141	P06400	1
ENST00000656165	E5RHF8	0
ENST00000615826	P04637	1
ENST00000366259	Q15561	1
ENST00000635177	A0A8J8Z860	0
ENST00000421851	Q16621	1
ENST00000624003	B2RXF0	0
ENST00000450640	Q14209	1
ENST00000424733	Q9Y5K5	1
ENST00000447909	A0A6Q8PF02	0
ENST00000425081	Q86U44	1
ENST00000500163	O15119	1
ENST00000565694	Q92800	1
ENST00000514569	P01106	1
ENST00000617980	Q86VF7-4	0
ENST00000523242	O43623	1
ENST00000448806	Q02078	1
ENST00000428794	Q06945	1
ENST00000421132	P22670	1
ENST00000656097	Q96J92	0
ENST00000653602	Q5T5Y3	0
ENST00000565388	Q04917	0
ENST00000453902	O60907	1
ENST00000511875	O43474	1
ENST00000620496	Q13002-2	0
ENST00000492725	P11831	1
ENST00000412789	Q16621	1
ENST00000456163	P55085	1
ENST00000623655	O60548	1
ENST00000418660	O00327	1
ENST00000661518	Q14593-2	0
ENST00000662994	Q9NZB8-5	0
ENST00000663047	Q9H6I2	1
ENST00000668442	Q5W064	0
ENST00000668744	Q9UHY8	0
ENST00000622832	A6NK97	0
ENST00000469965	Q14207	1
ENST00000423621	Q96ST3	1
ENST00000564381	Q16621	1
ENST00000559520	P10275	1
ENST00000421735	Q06546	1
ENST00000630283	Q9BVI0-2	0
ENST00000456685	K7EJX0	0
ENST00000633012	A0A7I2YQX0	0
ENST00000431897	Q99626	1
ENST00000514287	Q96KS0	1
ENST00000440351	E9PLJ2	0
ENST00000659075	C9JEQ8	0
ENST00000606778	Q9Y4F4-2	0
ENST00000609436	P11308	1
ENST00000414141	P11473	1
ENST00000367563	Q13263	1
ENST00000427806	P01106	1
ENST00000668890	P15976	1
ENST00000585028	O60941-7	0
ENST00000671198	P53041	0
ENST00000637749	Q13547	1
ENST00000671489	Q14165	0
ENST00000666754	A0A1B0GUA6	0
ENST00000685305	Q8TE59	0
ENST00000670535	F5H7I4	0
ENST00000408887	Q13485	1
ENST00000653766	P28482	0
ENST00000608615	Q9NQB0-7	0
ENST00000504017	J3QLE4	0
ENST00000435043	O94916	1
ENST00000448975	Q9P2N4-2	0
ENST00000456123	Q9Y261	1
ENST00000533992	Q8WVM7	1
ENST00000690006	P48960	0
ENST00000684851	Q5T1U7	0
ENST00000431656	Q9BZK7	1
ENST00000455416	F6RJU0	0
ENST00000416090	A0A7I2V668	0
ENST00000435311	P17029	1
ENST00000465466	P43694	1
ENST00000663999	A0A0J9YWU3	0
ENST00000662013	H0Y5R6	0
ENST00000496552	P49715	1
ENST00000412369	P14921	1
ENST00000664501	E7EU04	0
ENST00000609666	O14770-8	0
ENST00000667404	A8MTM1	0
ENST00000510879	Q15047	1
ENST00000425296	P55317	1
ENST00000625484	A0A8I5KT04	0
ENST00000670298	A8K855	0
ENST00000688408	M0QZS6	0
ENST00000504165	P17947	1
ENST00000663839	P22307-7	0
ENST00000421851	P49407	1
ENST00000623515	Q01196	1
ENST00000443854	P20749	1
ENST00000660711	A0A8I5QKX4	0
ENST00000429228	Q9UBB5	1
ENST00000527978	P10071	1
ENST00000528496	Q9UIE0	0
ENST00000492461	P54198	1
ENST00000509924	O14646	1
ENST00000414295	P57071-3	0
ENST00000503723	P43694	1
ENST00000545526	Q8TAU0	1
ENST00000477392	P56545	1
ENST00000542449	P10275	1
ENST00000653695	Q6UX72	0
ENST00000688979	O15068-3	0
ENST00000687751	A0A7I2Y1J6	0
ENST00000503367	Q15853	1
ENST00000501499	P10071	1
ENST00000511431	A0A590UJ18	0
ENST00000582650	A0A804HJ73	0
ENST00000580580	A0A494C1L1	0
ENST00000622881	Q9HCM4-4	0
ENST00000686805	A0A804HI04	0
ENST00000430235	A0A8I5KQJ4	0
ENST00000366218	F8WDM8	0
ENST00000664539	Q9H6I2	1
ENST00000452962	Q01094	1
ENST00000421320	Q01196	1
ENST00000412730	Q04206	1
ENST00000276770	O60610-2	0
ENST00000419536	Q99856	1
ENST00000595935	A0A0U1RQK4	0
ENST00000655730	Q86XP1-3	0
ENST00000439008	Q92769	1
ENST00000419144	Q13363	1
ENST00000504278	P62995	0
ENST00000654346	P01106	1
ENST00000659350	Q9HB75-3	0
ENST00000490351	P23769	1
ENST00000554773	P35269	1
ENST00000436872	Q8TF68	1
ENST00000668869	A0A1W2PPF3	0
ENST00000665507	Q96F24	1
ENST00000566054	Q32MQ0	1
ENST00000555600	F8WES3	0
ENST00000598112	Q8N3V7	0
ENST00000439577	Q15306	1
ENST00000419151	O95238	1
ENST00000591501	Q13485	1
ENST00000692105	Q8WZ69	0
ENST00000430733	P09086	1
ENST00000542821	A0A804HLI4	0
ENST00000378947	I3L445	0
ENST00000441442	A6NI03	0
ENST00000416930	O60583	1
ENST00000662769	P34741	0
ENST00000412161	P55055	1
ENST00000432711	P05412	1
ENST00000610239	A6NJZ7	0
ENST00000605999	H3BN58	0
ENST00000428188	O95936	1
ENST00000570344	P26368	0
ENST00000657634	P61296	1
ENST00000412178	P22670	1
ENST00000581579	Q01196	1
ENST00000666377	F5H748	0
ENST00000665143	Q96RU3-3	0
ENST00000433534	P08151	1
ENST00000614936	B7Z385	0
ENST00000445039	P41182	1
ENST00000632077	P28698	1
ENST00000456627	Q9C0B1	1
ENST00000419628	Q15853	1
ENST00000651573	P43694	1
ENST00000512310	P52747	1
ENST00000616578	Q8WVM7	1
ENST00000564843	Q15853	1
ENST00000452050	P08047	0
ENST00000520323	Q16621	1
ENST00000491962	Q06730-3	0
ENST00000538641	A8K8P3-5	0
ENST00000428541	C9IZN7	0
ENST00000689232	H3BT10	0
ENST00000525534	P15408	0
ENST00000665476	P20700	1
ENST00000569990	Q01955-4	0
ENST00000473798	Q9BYM8	1
ENST00000547515	Q15561	1
ENST00000690261	Q9UN75-2	0
ENST00000440363	P23771	1
ENST00000689151	Q96AV8	1
ENST00000648428	H0YMT6	0
ENST00000449434	A0A2R8Y6I1	0
ENST00000421320	O95238	1
ENST00000431157	F1T0D7	0
ENST00000652725	Q92963	0
ENST00000602385	A0A7P0T9I4	0
ENST00000623794	Q92908	1
ENST00000446492	Q02487	0
ENST00000326734	Q9BW11	1
ENST00000577719	P16435	0
ENST00000417970	P15172	1
ENST00000426929	Q01196	1
ENST00000501499	O75461	1
ENST00000686559	Q9NWH9	1
ENST00000432981	Q8NI08-3	0
ENST00000415652	Q15291	1
ENST00000420273	O94822-2	0
ENST00000532454	P85037	1
ENST00000664539	P17676	1
ENST00000669039	P22897-2	0
ENST00000617758	Q9NZC4	1
ENST00000629374	A0A7I2V5R8	0
ENST00000454521	O75362	1
ENST00000627886	Q8TF68	1
ENST00000611041	O15244-2	0
ENST00000589084	O75570	0
ENST00000426991	Q8IX01	1
ENST00000435311	Q9NQB0	1
ENST00000647695	A0A804HJA0	0
ENST00000648367	H7C561	0
ENST00000456198	O75030	1
ENST00000570087	Q32MQ0	1
ENST00000650463	Q08050	1
ENST00000602419	Q6P1X6	0
ENST00000435346	P51532	1
ENST00000666949	Q9BXY4-2	0
ENST00000427813	P52306-5	0
ENST00000669574	E7EX48	0
ENST00000673814	D6RCT8	0
ENST00000565283	Q92769	1
ENST00000547021	Q9UL36	1
ENST00000443783	O43474	1
ENST00000539813	Q15059	1
ENST00000600160	E7ESC9	0
ENST00000562031	Q8WY91	1
ENST00000659087	M0QZS0	0
ENST00000448117	P51523	1
ENST00000424162	P55317	1
ENST00000453558	P56270	1
ENST00000369989	P49715	1
ENST00000554323	E5RGY9	0
ENST00000624099	Q07866-6	0
ENST00000641226	A0A087X0M8	0
ENST00000614487	P53805	0
ENST00000418612	P29590	1
ENST00000656910	A0A2U3TZI3	0
ENST00000654762	Q9Y4P8-2	0
ENST00000427173	P29375	1
ENST00000600436	A0A0G2JQD6	0
ENST00000651670	Q9NZC4	1
ENST00000593581	O14867	1
ENST00000437506	E9PBP8	0
ENST00000656133	E5RGY9	0
ENST00000582774	P19404	0
ENST00000424355	Q92769	1
ENST00000654414	Q8IUM7-3	0
ENST00000416722	Q9UBN7	1
ENST00000506388	Q9P218-2	0
ENST00000510317	P10589	1
ENST00000650438	Q5T4F6	0
ENST00000523658	D6RD18	0
ENST00000690082	Q01196-11	0
ENST00000660912	Q5JSD1	0
ENST00000669214	Q9P0N9-4	0
ENST00000414074	P24468	1
ENST00000593284	Q9BY41	1
ENST00000414156	P43699	1
ENST00000594472	Q9HCE1	1
ENST00000666949	Q9NZ71-8	0
ENST00000625227	Q6ZTQ3-3	0
ENST00000587125	P23246	1
ENST00000666095	A0A1W2PRC4	0
ENST00000412722	P14921	1
ENST00000431558	O96004	1
ENST00000547094	P18846	1
ENST00000582106	P55055	1
ENST00000584023	Q6UXM1-2	0
ENST00000428419	P32243	1
ENST00000427379	Q96MM3	1
ENST00000650201	Q8IWK6-2	0
ENST00000666262	Q9Y3T6-3	0
ENST00000593581	P19793	1
ENST00000659931	P12980	1
ENST00000671443	Q86UA6-8	0
ENST00000501071	Q9HBE1	1
ENST00000529656	P04637	1
ENST00000654852	Q86WA8-2	0
ENST00000465880	Q9UHF3	0
ENST00000431395	P01106	1
ENST00000623900	H0Y6A0	0
ENST00000456280	P35659	1
ENST00000658577	Q9HBU1	1
ENST00000651664	P16389-2	0
ENST00000501050	Q08050	1
ENST00000671165	A0A2R8Y7J2	0
ENST00000606279	E7ET84	0
ENST00000668715	C9JF79	0
ENST00000500823	O95760	0
ENST00000564834	Q13952	1
ENST00000438318	P55317	1
ENST00000445540	P23769	1
ENST00000602361	P28749	1
ENST00000367563	P35680	1
ENST00000669087	P29350-2	0
ENST00000462565	P30044	0
ENST00000448835	Q9NYL2-2	0
ENST00000592422	A0A590UJ18	0
ENST00000445190	P12980	1
ENST00000685307	Q9Y5N1-7	0
ENST00000692549	Q92835-2	0
ENST00000600047	D3DQV9	0
ENST00000406213	P55317	1
ENST00000664506	Q5IJ48-2	0
ENST00000533964	Q8N196	1
ENST00000668509	Q14469	1
ENST00000391707	O14978	1
ENST00000515264	P35637	1
ENST00000658220	Q9BS26	0
ENST00000512978	P32243	1
ENST00000418250	P48431	1
ENST00000531869	Q9NQT4	0
ENST00000663152	A0A7P0T8X9	0
ENST00000605437	P32754-2	0
ENST00000602041	Q8IWW6	0
ENST00000453558	Q92769	1
ENST00000455525	O75582-3	0
ENST00000655017	P20700	1
ENST00000654591	A0A087X1W7	0
ENST00000412098	P55317	1
ENST00000506878	Q6FI81	0
ENST00000584012	P51532	1
ENST00000441978	Q9H707	1
ENST00000420777	P20393	1
ENST00000588092	A0A2R8YE60	0
ENST00000609511	A0A1B0GTR9	0
ENST00000690403	O94806	0
ENST00000688856	P23921	0
ENST00000431558	P49715	1
ENST00000503504	Q6ZS17-2	0
ENST00000451646	C9JSX6	0
ENST00000650008	A0AVI2-2	0
ENST00000665086	A0A7I2V395	0
ENST00000381800	O96028	1
ENST00000419368	Q9BZG2-2	0
ENST00000414053	P35269	1
ENST00000431361	Q9NQT4	1
ENST00000501071	Q14653	1
ENST00000628516	P10914	1
ENST00000660912	A0A804HHW3	0
ENST00000453876	S4R469	0
ENST00000433161	P20749	1
ENST00000667860	P34913-3	0
ENST00000643361	Q9UI08-4	0
ENST00000665453	Q9Y6R1-5	0
ENST00000578633	P15408	1
ENST00000653874	Q9UBK2-3	0
ENST00000543651	P10275	1
ENST00000506304	Q92731	1
ENST00000454477	Q16621	1
ENST00000400902	Q9H2M3	0
ENST00000480284	Q9NQ87	1
ENST00000543559	Q06455	1
ENST00000627080	O75475-3	0
ENST00000412798	Q92900	1
ENST00000421894	O43474	1
ENST00000661369	H7BYB1	0
ENST00000366259	P50549	1
ENST00000641267	A0A8I5KPJ1	0
ENST00000630523	E5RIU9	0
ENST00000668928	Q8IU85-2	0
ENST00000686481	Q99583	1
ENST00000654468	O75475	1
ENST00000585413	H3BPR3	0
ENST00000650150	J3QKT2	0
ENST00000670481	Q9GZK7	0
ENST00000690380	C9K0F2	0
ENST00000541359	A0A8I5KQ16	0
ENST00000568033	P49959	1
ENST00000463167	P35659	1
ENST00000412730	O43490-2	0
ENST00000457706	P19838	1
ENST00000563192	P49639	0
ENST00000553754	Q04323	0
ENST00000307548	Q9NZI8	1
ENST00000557799	P15172	1
ENST00000501499	Q9H334	1
ENST00000542022	P16220	1
ENST00000453525	O14503	1
ENST00000416722	O43623	1
ENST00000538810	Q9NSD4-2	0
ENST00000512978	Q16665	1
ENST00000428083	Q9H334	1
ENST00000416770	P48382	1
ENST00000654818	P31267	1
ENST00000602767	Q92830	1
ENST00000617755	Q9NSD5	0
ENST00000533964	Q9NQB0	1
ENST00000412526	P19419	1
ENST00000422352	Q8WU79	0
ENST00000541348	Q9HD23-4	0
ENST00000453806	O60885	1
ENST00000687411	F8W8P2	0
ENST00000419628	P19447	1
ENST00000518701	O43776	0
ENST00000515264	P17010	1
ENST00000567167	Q96D42	0
ENST00000436996	Q9NRM1	0
ENST00000468961	P17029	1
ENST00000444042	Q99496	1
ENST00000508563	Q8TF68	1
ENST00000593581	Q92769	1
ENST00000444266	Q9Y294	1
ENST00000661948	D6RGY6	0
ENST00000606448	Q9NYF8	1
ENST00000582518	O95365	1
ENST00000418393	H0Y8V8	0
ENST00000688549	P48651-3	0
ENST00000658052	Q96FL9-2	0
ENST00000602361	Q9H9Z2	1
ENST00000668755	C9J4K5	0
ENST00000659493	Q15022	1
ENST00000487567	Q13547	1
ENST00000647942	A0A2R8YFM1	0
ENST00000674893	A0A590UK09	0
ENST00000664896	P33316	0
ENST00000629595	Q4ZG55	1
ENST00000518143	A0A140TA08	0
ENST00000457448	O75030	1
ENST00000546804	Q969S8-5	0
ENST00000668928	Q76KD6	0
ENST00000581579	O75593	1
ENST00000498478	Q15389-2	0
ENST00000419144	P10275	1
ENST00000642715	G3V0H7	0
ENST00000425631	O00425	0
ENST00000661751	O95983	1
ENST00000555539	Q14683	1
ENST00000622979	Q9NY46-2	0
ENST00000692913	A0A804HL21	0
ENST00000553979	P11831	1
ENST00000512310	Q14839	1
ENST00000631195	Q96KS0	1
ENST00000631229	E5RIU9	0
ENST00000457809	P17480	1
ENST00000435412	Q9NTJ3	1
ENST00000656145	P0C025	0
ENST00000653075	A0A804HJA0	0
ENST00000419860	Q9H977-3	0
ENST00000439185	O95936	1
ENST00000467794	Q96S55	1
ENST00000456535	Q96ST3	1
ENST00000500498	P15407	1
ENST00000449073	Q99496	1
ENST00000523627	O95428-5	0
ENST00000589259	P32243	1
ENST00000432249	Q92858	1
ENST00000625264	Q8IY50-2	0
ENST00000375670	Q8N6T7	1
ENST00000647999	P17029	1
ENST00000689524	H3BN58	0
ENST00000503718	P11308	1
ENST00000655311	Q2T9J0	0
ENST00000657494	Q92502-2	0
ENST00000662183	A0A804HLI4	0
ENST00000511091	F5H4N5	0
ENST00000560851	Q9ULD2-7	0
ENST00000396880	Q14683	1
ENST00000433933	Q99583	1
ENST00000451712	Q92908	1
ENST00000501133	P15622	1
ENST00000557350	P01106	1
ENST00000443744	Q00534	1
ENST00000557232	Q04206	1
ENST00000658627	G3V5Z7	0
ENST00000575126	P15622	1
ENST00000453135	P10914	1
ENST00000457171	Q92786	1
ENST00000648201	A0A0R4J2G7	0
ENST00000670605	Q5T6M2	0
ENST00000456198	Q9Y294	1
ENST00000413069	A0A1B0GU30	0
ENST00000654686	Q9BSA9	0
ENST00000651910	M0R0T2	0
ENST00000513542	Q01196	1
ENST00000432683	P01100	1
ENST00000635451	P24468	1
ENST00000418612	Q99856	1
ENST00000510317	P17735	1
ENST00000564830	Q8WVM7	1
ENST00000641968	Q8IX18	0
ENST00000515871	Q9P2I0	1
ENST00000412242	P40763	1
ENST00000645432	B4DK69	0
ENST00000456103	P28749	1
ENST00000568121	Q15022	1
ENST00000541881	O75475	1
ENST00000494897	A0A804HL56	0
ENST00000690533	Q8IV01	0
ENST00000688974	Q9P289-2	0
ENST00000588060	O14802	1
ENST00000414634	Q13887	1
ENST00000510065	P29375	1
ENST00000457217	Q8N196	1
ENST00000431427	Q9BY41	1
ENST00000449023	P11308	1
ENST00000577295	P43268	1
ENST00000501133	Q9H0L4	1
ENST00000663522	Q92570-2	0
ENST00000692294	Q8TAT6-2	0
ENST00000669110	A0A140T9V0	0
ENST00000535487	H0YN10	0
ENST00000457706	P32243	1
ENST00000657456	R4GNB1	0
ENST00000691928	D6RDN4	0
ENST00000453016	A0A6Q8PFV4	0
ENST00000686360	Q9Y2G8	0
ENST00000508505	Q06546	1
ENST00000515871	P10244	1
ENST00000557121	P06401	1
ENST00000514413	P00813	0
ENST00000655490	D6R934	0
ENST00000534036	Q9H9G7	1
ENST00000514364	Q86T65-4	0
ENST00000684832	Q96LX7-5	0
ENST00000645796	Q15287	0
ENST00000664071	Q9P1Q0-3	0
ENST00000663861	Q9Y5Y2	0
ENST00000668682	Q8N485	0
ENST00000548564	Q6TCH7	0
ENST00000417135	P17480	1
ENST00000659207	Q9UK32	0
ENST00000514902	Q03933	1
ENST00000451979	P50539	1
ENST00000421907	E9PIR1	0
ENST00000658474	P54274	1
ENST00000449713	P54198	1
ENST00000650420	G3V414	0
ENST00000554808	P42224	1
ENST00000510551	Q15545	1
ENST00000441414	P01100	1
ENST00000631088	F5H8E7	0
ENST00000551287	Q6ZUX7	0
ENST00000422084	A0A7P0T9T1	0
ENST00000670044	Q6UX72	0
ENST00000579049	H0YFX2	0
ENST00000645062	A0A7I2YQL8	0
ENST00000440887	P49407	1
ENST00000541404	P01106	1
ENST00000425388	Q9Y5J3	1
ENST00000669979	Q13351	1
ENST00000444042	P32243	1
ENST00000525023	A0A7P0T9T1	0
ENST00000502457	Q9UPP1	1
ENST00000607386	H7C5U2	0
ENST00000663047	P42224	1
ENST00000664426	A0A0J9YX34	0
ENST00000433534	Q15648	1
ENST00000624760	Q06587	1
ENST00000511330	P22676	0
ENST00000608762	A0A087WZG4	0
ENST00000669793	Q86YV0-2	0
ENST00000603633	A0A8I5KSQ5	0
ENST00000426702	Q15029	1
ENST00000507636	Q9UBN4-5	0
ENST00000660973	E9PFF8	0
ENST00000576171	O75461	1
ENST00000656889	Q9UEE9	0
ENST00000628516	P19793	1
ENST00000670609	P20226	1
ENST00000671286	Q9H489	0
ENST00000456103	P15976	1
ENST00000663384	A0A1W2PSF4	0
ENST00000612170	Q13485	1
ENST00000412695	Q01814	0
ENST00000665141	Q5TE64	0
ENST00000647631	Q2TAL8	0
ENST00000669665	P05067-4	0
ENST00000626392	O75475	1
ENST00000458531	P17947	1
ENST00000686297	A0A2R8Y7E7	0
ENST00000415647	P11831	1
ENST00000414074	Q8WVM7	1
ENST00000556072	P06401	1
ENST00000667095	Q6JQN1-3	0
ENST00000581067	P01100	1
ENST00000431097	A0A590UJQ3	0
ENST00000452629	Q13127	1
ENST00000431407	P18146	1
ENST00000451496	P15172	1
ENST00000669979	Q9H9S0	1
ENST00000475395	Q01844	1
ENST00000455579	Q92918-2	0
ENST00000623746	Q1XH10-2	0
ENST00000588060	P48382	1
ENST00000608206	P31274	1
ENST00000377300	O15409	1
ENST00000519726	P51532	1
ENST00000456163	Q16254	1
ENST00000492725	P54198	1
ENST00000615826	P15336	1
ENST00000563610	I3L0A0	0
ENST00000468961	Q99583	1
ENST00000250776	P49959	1
ENST00000668089	B4DEX3	0
ENST00000657752	Q9UKI9	0
ENST00000478103	F5GYI2	0
ENST00000558436	P11161	1
ENST00000537269	Q15797	1
ENST00000454167	Q9UGL1	1
ENST00000686296	O15405-2	0
ENST00000553095	Q13227	1
ENST00000553095	P19793	1
ENST00000648147	G5E9U8	0
ENST00000416894	P38919	1
ENST00000419272	P14921	1
ENST00000449391	O95936	1
ENST00000423274	Q8N6T7	1
ENST00000451126	Q5VZF2	1
ENST00000448543	A0A024R4E5	0
ENST00000565694	P52747	1
ENST00000601106	P05412	1
ENST00000496829	P17947	1
ENST00000552026	P11308	1
ENST00000439145	Q15047	1
ENST00000493131	Q15910	1
ENST00000433499	Q13485	1
ENST00000641395	F8WE24	0
ENST00000630399	Q9Y5J3	1
ENST00000559252	A0A7P0TBI2	0
ENST00000490351	P52747	1
ENST00000514010	P28324	1
ENST00000545276	Q01892	1
ENST00000531511	Q8TAF3-5	0
ENST00000442328	O14802	1
ENST00000652403	A0A140T8X0	0
ENST00000500498	P04150	1
ENST00000519500	Q9H3D4	1
ENST00000565283	P15336	1
ENST00000424933	Q9HC52	1
ENST00000549659	Q13887	1
ENST00000512496	P10914	1
ENST00000425296	Q9H334	1
ENST00000455977	P48431	1
ENST00000692826	Q8IX06	0
ENST00000455390	P29590	1
ENST00000457809	Q13485	1
ENST00000422510	P22415	1
ENST00000437898	P49715	1
ENST00000438095	Q9ULD6-4	0
ENST00000603514	Q9HB75-3	0
ENST00000634986	Q8NB50-2	0
ENST00000416145	P34913-2	0
ENST00000440924	P17707	0
ENST00000426702	Q9UQE7	1
ENST00000661155	Q92871	0
